roc_auc,pr_auc,brier,fold_id,horizon,model_name,n_train,n_test,pos_rate,target,model_label
0.9664936304933162,0.992830290280276,0.0598462690498338,1,7,model0_persistence,42705,14274,0.8304609780019616,Any protest (next N days),Persistence
0.9647971637010626,0.9927149019544728,0.0631682670699027,1,7,model1_markets,42705,14274,0.8304609780019616,Any protest (next N days),+ Markets
0.9073791913180612,0.9816429546839436,0.1110562744650231,1,7,model2_full,42705,14274,0.8304609780019616,Any protest (next N days),Full LR
0.9116260229486298,0.9822836116428006,0.1081622507903762,1,7,model4_fao,42705,14274,0.8304609780019616,Any protest (next N days),+ FAO
0.968300549244458,0.9932189061422092,0.053791519370957,1,7,model5_xgboost_tuned,42705,14274,0.8304609780019616,Any protest (next N days),XGBoost (global)
0.67959444940997,0.9244784945386582,0.339770505844099,1,7,model6_xgb_nolag,42705,14274,0.8304609780019616,Any protest (next N days),XGBoost no lags (global)
0.9247440624010864,0.9791659823532116,0.1618628396724013,1,7,model5_income_group,42705,14274,0.8304609780019616,Any protest (next N days),XGBoost (income group)
0.6777725759829998,0.9241425957799804,0.3452989999899752,1,7,model6_income_group_nolag,42705,14274,0.8304609780019616,Any protest (next N days),XGBoost no lags (income group)
0.9708925856715126,0.9963040275342864,0.053641767359961,2,7,model0_persistence,56979,14235,0.8916051984545135,Any protest (next N days),Persistence
0.9685382109540172,0.9960486852962424,0.0544281354222498,2,7,model1_markets,56979,14235,0.8916051984545135,Any protest (next N days),+ Markets
0.9324699000539016,0.9917719705821708,0.0779797959331993,2,7,model2_full,56979,14235,0.8916051984545135,Any protest (next N days),Full LR
0.927128942987239,0.991040195487987,0.0793031911543307,2,7,model4_fao,56979,14235,0.8916051984545135,Any protest (next N days),+ FAO
0.96895467856115,0.9961950115467492,0.0460595672996614,2,7,model5_xgboost_tuned,56979,14235,0.8916051984545135,Any protest (next N days),XGBoost (global)
0.7605871417107117,0.9625860436637058,0.1839610672864172,2,7,model6_xgb_nolag,56979,14235,0.8916051984545135,Any protest (next N days),XGBoost no lags (global)
0.9665485262377655,0.9952024928108696,0.047838807602275,2,7,model5_income_group,56979,14235,0.8916051984545135,Any protest (next N days),XGBoost (income group)
0.8784823248410569,0.980332890544233,0.1256919419724126,2,7,model6_income_group_nolag,56979,14235,0.8916051984545135,Any protest (next N days),XGBoost no lags (income group)
0.9655976382705016,0.9965178639722708,0.0555756723244031,3,7,model0_persistence,71214,14235,0.9114155251141552,Any protest (next N days),Persistence
0.9639759602166574,0.9964032964587316,0.0548312679597121,3,7,model1_markets,71214,14235,0.9114155251141552,Any protest (next N days),+ Markets
0.9581851741059132,0.9957862180038496,0.0455201616219447,3,7,model2_full,71214,14235,0.9114155251141552,Any protest (next N days),Full LR
0.9455065807818896,0.9945536674456084,0.0511973918572408,3,7,model4_fao,71214,14235,0.9114155251141552,Any protest (next N days),+ FAO
0.9699826970478505,0.996977092664787,0.0385959511344809,3,7,model5_xgboost_tuned,71214,14235,0.9114155251141552,Any protest (next N days),XGBoost (global)
0.9050241335473974,0.9864365007660936,0.2178166865939177,3,7,model6_xgb_nolag,71214,14235,0.9114155251141552,Any protest (next N days),XGBoost no lags (global)
0.9426269729723584,0.992564684187738,0.0990794155935464,3,7,model5_income_group,71214,14235,0.9114155251141552,Any protest (next N days),XGBoost (income group)
0.8258873936490073,0.9768478368409176,0.1663889773144974,3,7,model6_income_group_nolag,71214,14235,0.9114155251141552,Any protest (next N days),XGBoost no lags (income group)
0.9710003359656726,0.9971002573731104,0.0560543148165362,4,7,model0_persistence,85449,14235,0.91092377941693,Any protest (next N days),Persistence
0.969208356860256,0.9969463030366872,0.0549183850048345,4,7,model1_markets,85449,14235,0.91092377941693,Any protest (next N days),+ Markets
0.9566673312186066,0.9957234347702744,0.0465934537983307,4,7,model2_full,85449,14235,0.91092377941693,Any protest (next N days),Full LR
0.9274676629999132,0.9928053560553276,0.0623552567314779,4,7,model4_fao,85449,14235,0.91092377941693,Any protest (next N days),+ FAO
0.9781902689647268,0.9977608167376808,0.0444456766705911,4,7,model5_xgboost_tuned,85449,14235,0.91092377941693,Any protest (next N days),XGBoost (global)
0.9707501254701634,0.9970127105438154,0.0413806844508184,4,7,model6_xgb_nolag,85449,14235,0.91092377941693,Any protest (next N days),XGBoost no lags (global)
0.9745981913807412,0.9972841193034588,0.0918715068275292,4,7,model5_income_group,85449,14235,0.91092377941693,Any protest (next N days),XGBoost (income group)
0.9467755931764664,0.9923442754511304,0.0522562975824191,4,7,model6_income_group_nolag,85449,14235,0.91092377941693,Any protest (next N days),XGBoost no lags (income group)
0.9753227090553834,0.9972492348356464,0.0584812761121355,5,7,model0_persistence,99684,14274,0.9073840549250384,Any protest (next N days),Persistence
0.975049998411451,0.9972622306033768,0.0564823636747458,5,7,model1_markets,99684,14274,0.9073840549250384,Any protest (next N days),+ Markets
0.9755511213754218,0.9973017731522044,0.0378473430979408,5,7,model2_full,99684,14274,0.9073840549250384,Any protest (next N days),Full LR
0.9721752503599932,0.9969456474736448,0.0397578626535933,5,7,model4_fao,99684,14274,0.9073840549250384,Any protest (next N days),+ FAO
0.9791326277216752,0.9977817045250248,0.1021385494862283,5,7,model5_xgboost_tuned,99684,14274,0.9073840549250384,Any protest (next N days),XGBoost (global)
0.9475367679008446,0.992970499360246,0.0351122733056512,5,7,model6_xgb_nolag,99684,14274,0.9073840549250384,Any protest (next N days),XGBoost no lags (global)
0.9650476296045728,0.9958581569938816,0.0514380007030849,5,7,model5_income_group,99684,14274,0.9073840549250384,Any protest (next N days),XGBoost (income group)
0.943553160091164,0.9920064597198543,0.1623296027029302,5,7,model6_income_group_nolag,99684,14274,0.9073840549250384,Any protest (next N days),XGBoost no lags (income group)
0.9690054684819795,0.9959167199515884,0.0591475572343266,1,30,model0_persistence,42705,14274,0.9027602634160012,Any protest (next N days),Persistence
0.9552159292237268,0.9947164548487492,0.0725480738918008,1,30,model1_markets,42705,14274,0.9027602634160012,Any protest (next N days),+ Markets
0.8987439622385799,0.988806409139461,0.1061591669286607,1,30,model2_full,42705,14274,0.9027602634160012,Any protest (next N days),Full LR
0.877656581478637,0.9864361414141768,0.1236307326087833,1,30,model4_fao,42705,14274,0.9027602634160012,Any protest (next N days),+ FAO
0.97221190054573,0.996152588513131,0.2266261125431706,1,30,model5_xgboost_tuned,42705,14274,0.9027602634160012,Any protest (next N days),XGBoost (global)
0.7584701143389537,0.9683984768531702,0.3051979522942118,1,30,model6_xgb_nolag,42705,14274,0.9027602634160012,Any protest (next N days),XGBoost no lags (global)
0.8662781491966126,0.9805432818382392,0.1599037475337669,1,30,model5_income_group,42705,14274,0.9027602634160012,Any protest (next N days),XGBoost (income group)
0.7681509119429483,0.9677554425510876,0.271566074725259,1,30,model6_income_group_nolag,42705,14274,0.9027602634160012,Any protest (next N days),XGBoost no lags (income group)
0.9747565668193912,0.998213453848107,0.046833724313857,2,30,model0_persistence,56979,14235,0.939866526167896,Any protest (next N days),Persistence
0.9689692330636728,0.997884213310158,0.0480541025214372,2,30,model1_markets,56979,14235,0.939866526167896,Any protest (next N days),+ Markets
0.9520901426632474,0.997012353968866,0.0791769285059067,2,30,model2_full,56979,14235,0.939866526167896,Any protest (next N days),Full LR
0.9429352248921276,0.9963599028682352,0.0653648451630637,2,30,model4_fao,56979,14235,0.939866526167896,Any protest (next N days),+ FAO
0.9589968464318122,0.9973272714560866,0.0346761863483828,2,30,model5_xgboost_tuned,56979,14235,0.939866526167896,Any protest (next N days),XGBoost (global)
0.7142382258987267,0.9711249535644716,0.10835895130099,2,30,model6_xgb_nolag,56979,14235,0.939866526167896,Any protest (next N days),XGBoost no lags (global)
0.9129441068545838,0.9938121039505396,0.072393534219701,2,30,model5_income_group,56979,14235,0.939866526167896,Any protest (next N days),XGBoost (income group)
0.9482665853097998,0.9965663929622206,0.0550935836404382,2,30,model6_income_group_nolag,56979,14235,0.939866526167896,Any protest (next N days),XGBoost no lags (income group)
0.9769057504349438,0.9989615668156708,0.0421726929133613,3,30,model0_persistence,71214,14235,0.9643133122585176,Any protest (next N days),Persistence
0.976331633329108,0.9990487984639016,0.0417067534779023,3,30,model1_markets,71214,14235,0.9643133122585176,Any protest (next N days),+ Markets
0.9763237461202104,0.9990663061986148,0.0234506171515187,3,30,model2_full,71214,14235,0.9643133122585176,Any protest (next N days),Full LR
0.9800344628007678,0.999213111525898,0.0161136936186643,3,30,model4_fao,71214,14235,0.9643133122585176,Any protest (next N days),+ FAO
0.9828561476347838,0.9993382097238273,0.0197624464841807,3,30,model5_xgboost_tuned,71214,14235,0.9643133122585176,Any protest (next N days),XGBoost (global)
0.9302337653994168,0.997068050314726,0.0567494714253457,3,30,model6_xgb_nolag,71214,14235,0.9643133122585176,Any protest (next N days),XGBoost no lags (global)
0.9656719988022914,0.9985716887198512,0.0792832660915585,3,30,model5_income_group,71214,14235,0.9643133122585176,Any protest (next N days),XGBoost (income group)
0.8578200815795528,0.9933144282109164,0.1564601795520104,3,30,model6_income_group_nolag,71214,14235,0.9643133122585176,Any protest (next N days),XGBoost no lags (income group)
0.983412483476016,0.9990711497635754,0.0404475561067331,4,30,model0_persistence,85449,14235,0.9533544081489288,Any protest (next N days),Persistence
0.9826865490108694,0.9990850074970644,0.0388204358702992,4,30,model1_markets,85449,14235,0.9533544081489288,Any protest (next N days),+ Markets
0.9463752881987014,0.9972353589757832,0.0265879602363698,4,30,model2_full,85449,14235,0.9533544081489288,Any protest (next N days),Full LR
0.8860883812310623,0.9938262391457748,0.0420685491628685,4,30,model4_fao,85449,14235,0.9533544081489288,Any protest (next N days),+ FAO
0.9882479405500568,0.9994103124060398,0.015808414294541,4,30,model5_xgboost_tuned,85449,14235,0.9533544081489288,Any protest (next N days),XGBoost (global)
0.8838460466284858,0.9924172466781902,0.1757390651312387,4,30,model6_xgb_nolag,85449,14235,0.9533544081489288,Any protest (next N days),XGBoost no lags (global)
0.8254537936581637,0.9885107383528128,0.0967120605051942,4,30,model5_income_group,85449,14235,0.9533544081489288,Any protest (next N days),XGBoost (income group)
0.8541188000102983,0.990971282351864,0.1696753429263865,4,30,model6_income_group_nolag,85449,14235,0.9533544081489288,Any protest (next N days),XGBoost no lags (income group)
0.988810989215135,0.9992658898197376,0.04798648183012,5,30,model0_persistence,99684,14274,0.9511699593666808,Any protest (next N days),Persistence
0.9887894319545598,0.9993923001998182,0.0459128785708003,5,30,model1_markets,99684,14274,0.9511699593666808,Any protest (next N days),+ Markets
0.9819431524471348,0.9990789127419784,0.0265182451260028,5,30,model2_full,99684,14274,0.9511699593666808,Any protest (next N days),Full LR
0.9792585337956028,0.9989110199809552,0.0281760906888382,5,30,model4_fao,99684,14274,0.9511699593666808,Any protest (next N days),+ FAO
0.9904884399718528,0.9994811581270052,0.0446419914871323,5,30,model5_xgboost_tuned,99684,14274,0.9511699593666808,Any protest (next N days),XGBoost (global)
0.96170696095568,0.9968259429954895,0.1424379916182683,5,30,model6_xgb_nolag,99684,14274,0.9511699593666808,Any protest (next N days),XGBoost no lags (global)
0.9855061237942596,0.9991789641723766,0.0569064637570732,5,30,model5_income_group,99684,14274,0.9511699593666808,Any protest (next N days),XGBoost (income group)
0.9617964658562056,0.9978485969260332,0.0334515021398415,5,30,model6_income_group_nolag,99684,14274,0.9511699593666808,Any protest (next N days),XGBoost no lags (income group)
0.6426015337841723,0.3209535970106643,0.2362803346182153,1,7,model0_persistence,39195,14274,0.2054084349166316,Elevated spike,Persistence
0.6388896874382796,0.330400146735382,0.2179492295601209,1,7,model1_markets,39195,14274,0.2054084349166316,Elevated spike,+ Markets
0.4756837851465643,0.2164294264077267,0.2995961338953322,1,7,model2_full,39195,14274,0.2054084349166316,Elevated spike,Full LR
0.4914817867790532,0.2000287847381285,0.3938461763521173,1,7,model4_fao,39195,14274,0.2054084349166316,Elevated spike,+ FAO
0.6454736503158767,0.271299159699959,0.2051331269624023,1,7,model5_xgboost_tuned,39195,14274,0.2054084349166316,Elevated spike,XGBoost (global)
0.511214475143757,0.2115986708183866,0.2116986240328304,1,7,model6_xgb_nolag,39195,14274,0.2054084349166316,Elevated spike,XGBoost no lags (global)
0.6481557789168366,0.2774928894075135,0.2539784153171084,1,7,model5_income_group,42705,14274,0.2054084349166316,Elevated spike,XGBoost (income group)
0.4509938792492283,0.1914051422780259,0.2404567552354808,1,7,model6_income_group_nolag,42705,14274,0.2054084349166316,Elevated spike,XGBoost no lags (income group)
0.5864529159955493,0.1922935405985368,0.2540012342015301,2,7,model0_persistence,53469,14235,0.160660344221988,Elevated spike,Persistence
0.5746981453958262,0.1897449814866248,0.2651848957160608,2,7,model1_markets,53469,14235,0.160660344221988,Elevated spike,+ Markets
0.5221796821351933,0.1675328100482326,0.3376835885206996,2,7,model2_full,53469,14235,0.160660344221988,Elevated spike,Full LR
0.5226110624541356,0.1702810427708837,0.2013222336547904,2,7,model4_fao,53469,14235,0.160660344221988,Elevated spike,+ FAO
0.5077586609457189,0.1656341780302599,0.2073732985509691,2,7,model5_xgboost_tuned,53469,14235,0.160660344221988,Elevated spike,XGBoost (global)
0.5120510735267488,0.1608739738120293,0.2327767017226851,2,7,model6_xgb_nolag,53469,14235,0.160660344221988,Elevated spike,XGBoost no lags (global)
0.5607884677063661,0.1776264106745113,0.2153127667222333,2,7,model5_income_group,56979,14235,0.160660344221988,Elevated spike,XGBoost (income group)
0.5333405294096896,0.1705470279556687,0.2372189623729846,2,7,model6_income_group_nolag,56979,14235,0.160660344221988,Elevated spike,XGBoost no lags (income group)
0.6057455265832425,0.2139150116900089,0.242229070279301,3,7,model0_persistence,67704,14235,0.152019669827889,Elevated spike,Persistence
0.6147660729163907,0.2173212418917335,0.2494735751672804,3,7,model1_markets,67704,14235,0.152019669827889,Elevated spike,+ Markets
0.5466132797767247,0.1832528483850296,0.4967677390503764,3,7,model2_full,67704,14235,0.152019669827889,Elevated spike,Full LR
0.5994965707365126,0.2162713810759653,0.3962113159303448,3,7,model4_fao,67704,14235,0.152019669827889,Elevated spike,+ FAO
0.6159642172598325,0.1974230353641557,0.2583857708942627,3,7,model5_xgboost_tuned,67704,14235,0.152019669827889,Elevated spike,XGBoost (global)
0.5864899621172388,0.1933100866670502,0.1649420185984308,3,7,model6_xgb_nolag,67704,14235,0.152019669827889,Elevated spike,XGBoost no lags (global)
0.6516353258623386,0.2399480622912068,0.255937340480106,3,7,model5_income_group,71214,14235,0.152019669827889,Elevated spike,XGBoost (income group)
0.5563251876489856,0.1757600213718512,0.2052640031350132,3,7,model6_income_group_nolag,71214,14235,0.152019669827889,Elevated spike,XGBoost no lags (income group)
0.6037996206972449,0.2377196275814617,0.2422575541893844,4,7,model0_persistence,81939,14235,0.167053038285915,Elevated spike,Persistence
0.5975607982792988,0.2357296585764967,0.2357663881294578,4,7,model1_markets,81939,14235,0.167053038285915,Elevated spike,+ Markets
0.6032344862626706,0.2462997802053836,0.2991811744735694,4,7,model2_full,81939,14235,0.167053038285915,Elevated spike,Full LR
0.5111053198924412,0.1767027664448581,0.3527356072146985,4,7,model4_fao,81939,14235,0.167053038285915,Elevated spike,+ FAO
0.6380907028265694,0.2374776397350049,0.2453300363067433,4,7,model5_xgboost_tuned,81939,14235,0.167053038285915,Elevated spike,XGBoost (global)
0.6233719734035523,0.2315847245525152,0.2169379991078028,4,7,model6_xgb_nolag,81939,14235,0.167053038285915,Elevated spike,XGBoost no lags (global)
0.5965135023311507,0.2115872339753495,0.1777812236356951,4,7,model5_income_group,85449,14235,0.167053038285915,Elevated spike,XGBoost (income group)
0.5416506862369506,0.1955962402403019,0.2289501682944764,4,7,model6_income_group_nolag,85449,14235,0.167053038285915,Elevated spike,XGBoost no lags (income group)
0.6025099906578423,0.2017217340243985,0.2420034228003454,5,7,model0_persistence,96174,14274,0.1361216197281771,Elevated spike,Persistence
0.6047410396695072,0.2018409344377354,0.2356281530254485,5,7,model1_markets,96174,14274,0.1361216197281771,Elevated spike,+ Markets
0.6031329681253491,0.2026431626958476,0.2584603326975123,5,7,model2_full,96174,14274,0.1361216197281771,Elevated spike,Full LR
0.5762736489671809,0.185601369935258,0.3721927850266198,5,7,model4_fao,96174,14274,0.1361216197281771,Elevated spike,+ FAO
0.6291729546307039,0.1920915569949662,0.2272487238293963,5,7,model5_xgboost_tuned,96174,14274,0.1361216197281771,Elevated spike,XGBoost (global)
0.5768232306235789,0.1753339387807705,0.2470494135400581,5,7,model6_xgb_nolag,96174,14274,0.1361216197281771,Elevated spike,XGBoost no lags (global)
0.6215889781988355,0.1868728228435626,0.2358790137482203,5,7,model5_income_group,99684,14274,0.1361216197281771,Elevated spike,XGBoost (income group)
0.5357877307162993,0.1434848090522576,0.2209144707525983,5,7,model6_income_group_nolag,99684,14274,0.1361216197281771,Elevated spike,XGBoost no lags (income group)
0.5862166351143603,0.2795820517541874,0.2306949614598357,1,30,model0_persistence,39195,14274,0.2269861286254728,Elevated spike,Persistence
0.554471224744169,0.2632107387217217,0.2199746094183419,1,30,model1_markets,39195,14274,0.2269861286254728,Elevated spike,+ Markets
0.4570759403594278,0.2026631455382124,0.285015380254734,1,30,model2_full,39195,14274,0.2269861286254728,Elevated spike,Full LR
0.4340125470767123,0.1899866532583498,0.4127267023862343,1,30,model4_fao,39195,14274,0.2269861286254728,Elevated spike,+ FAO
0.5353320656466992,0.2422851025143496,0.1977794667732499,1,30,model5_xgboost_tuned,39195,14274,0.2269861286254728,Elevated spike,XGBoost (global)
0.4872373997766723,0.234382476424148,0.2167215120788103,1,30,model6_xgb_nolag,39195,14274,0.2269861286254728,Elevated spike,XGBoost no lags (global)
0.6054521714028693,0.3102495637625436,0.2342845533601857,1,30,model5_income_group,42705,14274,0.2269861286254728,Elevated spike,XGBoost (income group)
0.5646797664681781,0.2672780635075825,0.2414823488777772,1,30,model6_income_group_nolag,42705,14274,0.2269861286254728,Elevated spike,XGBoost no lags (income group)
0.6000488016287269,0.2011215973646024,0.2414354692560368,2,30,model0_persistence,53469,14235,0.1704250087811731,Elevated spike,Persistence
0.5923576321300345,0.2012552843495182,0.2506283495539334,2,30,model1_markets,53469,14235,0.1704250087811731,Elevated spike,+ Markets
0.4913555913346514,0.1712918379228702,0.3246648013556013,2,30,model2_full,53469,14235,0.1704250087811731,Elevated spike,Full LR
0.5347897564679699,0.1823626226768649,0.1719361579753287,2,30,model4_fao,53469,14235,0.1704250087811731,Elevated spike,+ FAO
0.5784713679542278,0.21725733194386,0.2302547626566649,2,30,model5_xgboost_tuned,53469,14235,0.1704250087811731,Elevated spike,XGBoost (global)
0.5231668637324907,0.1876572036616459,0.2442462941638889,2,30,model6_xgb_nolag,53469,14235,0.1704250087811731,Elevated spike,XGBoost no lags (global)
0.4942415753574847,0.1665515480078151,0.204940909842024,2,30,model5_income_group,56979,14235,0.1704250087811731,Elevated spike,XGBoost (income group)
0.5475819021598028,0.1923097351435455,0.2120133006714074,2,30,model6_income_group_nolag,56979,14235,0.1704250087811731,Elevated spike,XGBoost no lags (income group)
0.6474132349951895,0.2265070829265743,0.2335853637217007,3,30,model0_persistence,67704,14235,0.1539164032314717,Elevated spike,Persistence
0.6792751088697899,0.2506048790382866,0.241325638647916,3,30,model1_markets,67704,14235,0.1539164032314717,Elevated spike,+ Markets
0.5960053514414893,0.2002850552290122,0.3348990238339918,3,30,model2_full,67704,14235,0.1539164032314717,Elevated spike,Full LR
0.6504585498994179,0.2483794268015802,0.2635785364641768,3,30,model4_fao,67704,14235,0.1539164032314717,Elevated spike,+ FAO
0.5861642485085494,0.189466128060789,0.2592967771760071,3,30,model5_xgboost_tuned,67704,14235,0.1539164032314717,Elevated spike,XGBoost (global)
0.5734020140058489,0.1771592143394157,0.1669775738385722,3,30,model6_xgb_nolag,67704,14235,0.1539164032314717,Elevated spike,XGBoost no lags (global)
0.5495301458928703,0.1858819595628983,0.1880323747808403,3,30,model5_income_group,71214,14235,0.1539164032314717,Elevated spike,XGBoost (income group)
0.537772936173025,0.1798560858754587,0.2001794402022625,3,30,model6_income_group_nolag,71214,14235,0.1539164032314717,Elevated spike,XGBoost no lags (income group)
0.6167778431445126,0.2391485509127351,0.2354947324912329,4,30,model0_persistence,81939,14235,0.1740077274323849,Elevated spike,Persistence
0.6056165094442952,0.2285520690492375,0.2403327798449167,4,30,model1_markets,81939,14235,0.1740077274323849,Elevated spike,+ Markets
0.5979398456958981,0.2140202057227182,0.2928015604974547,4,30,model2_full,81939,14235,0.1740077274323849,Elevated spike,Full LR
0.5127968258823153,0.1751505341267003,0.3269323577629939,4,30,model4_fao,81939,14235,0.1740077274323849,Elevated spike,+ FAO
0.62454704046062,0.2713300579764804,0.2094515365240972,4,30,model5_xgboost_tuned,81939,14235,0.1740077274323849,Elevated spike,XGBoost (global)
0.5647784073417609,0.235850364868059,0.1604188043568606,4,30,model6_xgb_nolag,81939,14235,0.1740077274323849,Elevated spike,XGBoost no lags (global)
0.5917002505719742,0.2152450389246524,0.2410084613555351,4,30,model5_income_group,85449,14235,0.1740077274323849,Elevated spike,XGBoost (income group)
0.5233606227814691,0.1985151018616002,0.1891035838844142,4,30,model6_income_group_nolag,85449,14235,0.1740077274323849,Elevated spike,XGBoost no lags (income group)
0.6098780502912109,0.2047239702148411,0.2367254738250718,5,30,model0_persistence,96174,14274,0.1351408154686843,Elevated spike,Persistence
0.610030106865831,0.1998602752369733,0.2381770623755515,5,30,model1_markets,96174,14274,0.1351408154686843,Elevated spike,+ Markets
0.6015391476391233,0.1824894350302677,0.2698084716470509,5,30,model2_full,96174,14274,0.1351408154686843,Elevated spike,Full LR
0.5703140297910787,0.1617104487092121,0.3840994439374279,5,30,model4_fao,96174,14274,0.1351408154686843,Elevated spike,+ FAO
0.627528454967045,0.2038775088832384,0.2505433872057712,5,30,model5_xgboost_tuned,96174,14274,0.1351408154686843,Elevated spike,XGBoost (global)
0.4701501311965626,0.1271434608242591,0.2720302739493378,5,30,model6_xgb_nolag,96174,14274,0.1351408154686843,Elevated spike,XGBoost no lags (global)
0.614785034794332,0.216468726607848,0.212875140071564,5,30,model5_income_group,99684,14274,0.1351408154686843,Elevated spike,XGBoost (income group)
0.5409805486424615,0.1549956616928756,0.1927205033003806,5,30,model6_income_group_nolag,99684,14274,0.1351408154686843,Elevated spike,XGBoost no lags (income group)
